//Index  Name 				 Option1 	 Value1 	 Option2 	 Value2 	 Option3 	 Value3 	 Option4 	 Value4 	 Option5 	 Value5 	 Option6 	 Value6 	 Option7 	 Value7 	 Option8 	 Value8 	 Option9 	 Value9 	 Option10 	 Value10 	 Option11 	 Value11 	 Option12 	 Value12 	 FullOption1 	 FullValue1 	 FullOption2 	 FullValue2 	 FullOption3 	 FullValue3 	 FullOption4 	 FullValue4 	 FullOption5 	 FullValue5 	 FullOption6 	 FullValue6 	 FullOption7 	 FullValue7 	 FullOption8 	 FullValue8 	 FullOption9 	 FullValue9 
164 	 "Molossos'"			 10 		 50 		 * 		 * 		 5 		 20 		 6 		 30 		 20 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 17 		 15 		 19 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
165 	 "Metis's"			 11 		 30 		 * 		 * 		 19 		 25 		 * 		 * 		 10 		 20 		 * 		 * 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 10 		 17 		 10 		 16 		 10 		 18 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
166 	 "Ceres's"			 11 		 50 		 * 		 * 		 10 		 40 		 * 		 * 		 20 		 15 		 * 		 * 		 15 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 17 		 15 		 16 		 20 		 18 		 20 		 21 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
167 	 "Apprentice Slayer's"		 19 		 5 		 * 		 * 		 8 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 26 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
168 	 "Slayer's"			 19 		 7 		 * 		 * 		 8 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 26 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
169 	 "Heartless"			 19 		 25 		 0 		 50 		 20 		 10 		 26 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
170 	 "Cruel"			 19 		 30 		 0 		 70 		 20 		 15 		 26 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 30 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
171 	 "Punishing"			 19 		 35 		 0 		 90 		 20 		 18 		 26 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 40 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
172 	 "Awakening"		 	 19 		 40 		 0 		 100 		 20 		 18 		 120 		 0 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
173 	 "Frosty"		 	 126 		 21 		 127 		 15 		 20 		 18 		 120 		 19 		 124 		 23 		 123 		 22 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 16 		 122 		 18 		 15 		 20 		 17 		 20 		 31 		 4 		 125 		 17 		 * 		 * 		 * 		 * 		 
174 	 "Forefather's"		 	 126 		 36 		 127 		 30 		 20 		 18 		 120 		 34 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
175 	 "Forefather's"		 	 126 		 40 		 129 		 44 		 20 		 18 		 121 		 35 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
176 	 "Forefather's"		 	 126 		 43 		 128 		 30 		 20 		 18 		 120 		 39 		 124 		 42 		 123 		 41 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
177 	 "Forefather's"	 		 126 		 40 		 129 		 44 		 20 		 18 		 131 		 35 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
178 	 "Forefather's" 		 126 		 36 		 127 		 30 		 20 		 18 		 120 		 34 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
179 	 "Forefather's"		 	 126 		 40 		 127 		 30 		 20 		 18 		 120 		 39 		 124 		 42 		 123 		 41 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
180 	 "Forefather's"		 	 126 		 36 		 127 		 30 		 20 		 18 		 120 		 34 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
181 	 "Forefather's"		 	 126 		 43 		 127 		 30 		 20 		 18 		 120 		 39 		 124 		 42 		 123 		 41 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
182 	 "Forefather's"		 	 129 		 44 		 29 		 51 		 28 		 51 		 22 		 45 		 30 		 65 		 10 		 270 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 550 		 130 		 31 		 122 		 33 		 125 		 32 		 132 		 32 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
183 	 "Forefather's" 		 126 		 40 		 129 		 44 		 20 		 18 		 121 		 35 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
184 	 "Forefather's"	 		 126 		 40 		 129 		 44 		 20 		 18 		 121 		 35 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
185 	 "Forefather's"		 	 126 		 36 		 127 		 30 		 20 		 18 		 120 		 34 		 124 		 38 		 123 		 37 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 31 		 122 		 33 		 15 		 20 		 17 		 20 		 31 		 6 		 125 		 32 		 132 		 45 		 * 		 * 		 
188 	 "Defensive"		 	 19 		 10 		 3 		 80 		 20 		 5 		 10 		 30 		 15 		 5 		 17 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 50 		 24 		 10 		 25 		 20 		 35 		 5 		 36 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
189 	 "Conviction"		 	 19 		 14 		 3 		 120 		 20 		 10 		 10 		 60 		 15 		 10 		 17 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 80 		 24 		 15 		 25 		 30 		 35 		 8 		 36 		 14 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
190 	 "Conversion"		 	 19 		 18 		 3 		 160 		 20 		 15 		 10 		 90 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 110 		 24 		 20 		 25 		 40 		 35 		 12 		 36 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
191 	 "Awakening"		 	 19 		 22 		 3 		 200 		 20 		 18 		 10 		 120 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 140 		 24 		 25 		 122 		 2 		 35 		 17 		 36 		 22 		 31 		 1 		 * 		 * 		 * 		 * 		 * 		 * 		 
192 	 "Cold"		 		 126 		 21 		 3 		 240 		 20 		 18 		 10 		 150 		 15 		 25 		 17 		 25 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 170 		 130 		 16 		 122 		 18 		 35 		 23 		 36 		 26 		 31 		 2 		 125 		 17 		 * 		 * 		 * 		 * 		 
193 	 "Predecessor"		 	 126 		 36 		 3 		 280 		 20 		 18 		 10 		 180 		 15 		 30 		 17 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 200 		 130 		 31 		 122 		 33 		 35 		 30 		 36 		 30 		 31 		 3 		 125 		 32 		 132 		 45 		 * 		 * 		 
194 	 "Burning"		 	 10 		 25 		 * 		 * 		 20 		 10 		 * 		 * 		 19 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 15 		 17 		 15 		 16 		 20 		 18 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
195 	 "Falcon's"		 	 19 		 15 		 * 		 * 		 7 		 15 		 * 		 * 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 5 		 20 		 6 		 30 		 21 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
196 	 "Conscious"			 19 		 25 		 2 		 50 		 20 		 10 		 27 		 50 		 15 		 15 		 17 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 5 		 24 		 10 		 25 		 20 		 16 		 30 		 18 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
197 	 "Bloody"			 19 		 40 		 2 		 70 		 20 		 15 		 27 		 75 		 16 		 35 		 18 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 7 		 24 		 15 		 25 		 40 		 15 		 18 		 17 		 18 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
198 	 "Association"			 19 		 50 		 2 		 90 		 20 		 18 		 27 		 100 		 16 		 40 		 18 		 70 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 20 		 25 		 60 		 15 		 20 		 17 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
199 	 "Awakening"			 19 		 55 		 2 		 100 		 20 		 18 		 121 		 1 		 124 		 4 		 123 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 24 		 25 		 122 		 2 		 15 		 20 		 17 		 20 		 31 		 2 		 * 		 * 		 * 		 * 		 * 		 * 		 
202 	 "Baiwen's"		 	 11 		 30 		 * 		 * 		 19 		 25 		 * 		 * 		 10 		 20 		 * 		 * 		 20 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 15 		 10 		 17 		 10 		 16 		 10 		 18 		 10 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
203 	 "Cannon's"		 	 11 		 50 		 * 		 * 		 10 		 40 		 * 		 * 		 20 		 15 		 * 		 * 		 15 		 15 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 17 		 15 		 16 		 20 		 18 		 20 		 21 		 5 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
204 	 "Apprenticeship gunner"	 7 		 7 		 * 		 * 		 19 		 7 		 * 		 * 		 20 		 1 		 * 		 * 		 27 		 30 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 20 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
205 	 "Skilled gunner"		 7 		 10 		 * 		 * 		 19 		 10 		 * 		 * 		 20 		 3 		 * 		 * 		 27 		 50 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 25 		 40 		 21 		 3 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
206 	 "Roaring"			 126 		 52 		 127 		 46 		 20 		 18 		 120 		 50 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
207 	 "Roaring"			 126 		 56 		 129 		 60 		 20 		 18 		 121 		 51 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
208 	 "Roaring"			 126 		 59 		 128 		 46 		 20 		 18 		 120 		 55 		 124 		 58 		 123 		 57 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
209 	 "Roaring"		 	 126 		 56 		 129 		 60 		 20 		 18 		 131 		 51 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
210 	 "Roaring"	 		 126 		 52 		 127 		 46 		 20 		 18 		 120 		 50 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
211 	 "Roaring"			 126 		 56 		 127 		 46 		 20 		 18 		 120 		 55 		 124 		 58 		 123 		 57 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
212 	 "Roaring"			 126 		 52 		 127 		 46 		 20 		 18 		 120 		 50 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
213 	 "Roaring"			 126 		 59 		 127 		 46 		 20 		 18 		 120 		 55 		 124 		 58 		 123 		 57 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
214 	 "Roaring"			 129 		 60 		 29 		 55 		 28 		 55 		 22 		 47 		 30 		 70 		 10 		 280 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 11 		 570 		 130 		 47 		 122 		 49 		 125 		 32 		 132 		 32 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 
215 	 "Roaring"	 		 126 		 56 		 129 		 60 		 20 		 18 		 121 		 51 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
216 	 "Roaring"		 	 126 		 56 		 129 		 60 		 20 		 18 		 121 		 51 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
217 	 "Roaring"			 126 		 52 		 127 		 46 		 20 		 18 		 120 		 50 		 124 		 54 		 123 		 53 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 21 		 9 		 130 		 47 		 122 		 49 		 15 		 20 		 17 		 20 		 31 		 8 		 125 		 48 		 132 		 61 		 * 		 * 		 
218 	 "Roaring"		 	 126 		 52 		 3 		 320 		 20 		 18 		 10 		 210 		 15 		 35 		 17 		 35 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 * 		 34 		 230 		 130 		 47 		 122 		 49 		 35 		 37 		 36 		 34 		 31 		 5 		 125 		 48 		 132 		 61 		 * 		 * 		 
end
