0 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
43 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wing of Dimension"				150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
44 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Crystal of Destruction"			100 	 0 		 0 		 220 		 0 		 0 		 0 		 0 		 380000		0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
45 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Crystal of Multi-Shot"			100 	 0 		 0 		 220 		 0 		 0 		 0 		 0 		 380000		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
46 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Crystal of Recovery"				100 	 0 		 0 		 220 		 168 		 0 		 0 		 0 		 250000		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
47 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Crystal of Flame Strike"			100 	 0 		 0 		 220 		 0 		 0 		 0 		 0 		 380000		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
48 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Scroll of Chaotic Diseier"			100 	 0 		 0 		 220 		 84 		 0 		 0 		 0 		 380000		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
49 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cape of Fighter"				150 	 15 		 200 		 180 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
50 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cape of Overrule"				150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
60 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Fire)"					150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
61 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Water)"					150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
62 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Ice)"					150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
63 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Wind)"					150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
64 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Lightning)"				150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
65 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed (Earth)"					150 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 500000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
70 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sphere"					102 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 30000000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
71 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sphere (Di)"					122 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 150000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
72 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sphere (Tri)"					132 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 200000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
73 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Sphere (Tetra)"				132 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 250000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
100 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
101 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
102 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
103 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
104 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
105 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1050000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
106 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
107 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
108 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
109 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
110 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
111 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				2 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1125000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
112 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
113 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
114 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
115 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
116 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
117 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				3 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1200000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
118 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
119 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
120 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
121 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
122 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
123 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				4 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1275000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
124 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
125 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
126 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
127 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
128 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
129 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				5 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1350000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
130 	 7 	 0 	 2 	 2 		 1 		 1 		 0 		 "Small Cape of Lord"				1 	 15 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
131 	 7 	 0 	 3 	 2 		 1 		 1 		 0 		 "Small Wing of Curse"				1 	 10 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
132 	 7 	 0 	 3 	 2 		 1 		 1 		 0 		 "Small Wings of Elf"				1 	 10 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
133 	 7 	 0 	 3 	 2 		 1 		 1 		 0 		 "Small Wings of Heaven"			1 	 10 		 200 		 1 		 0 		 0 		 0 		 0 		 0		1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 1 
134 	 7 	 0 	 3 	 2 		 1 		 1 		 0 		 "Small Wings of Satan"				1 	 20 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 
135 	 7 	 0 	 2 	 2 		 1 		 1 		 0 		 "Little Warrior's Cloak"			1 	 15 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
144 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Mithril Fragment"				1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
145 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Mithril"					1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
146 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elixir Fragment"				1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
147 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elixir"					1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
148 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Mithril Fragment Bunch"			1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
149 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Elixir Fragment Bunch"			1 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
150 	 * 	 0 	 2 	 1 		 1 		 1 		 0 		 "Jewel Combination Frame"			1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
151 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Spirit Powder"				1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
200 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Muren's Book of Magic"			100 	 30 		 5 		 30 		 45 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
201 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Scroll of Etramu"				150 	 50 		 5 		 50 		 70 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
202 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Lorencia Knights' Iron Shield"		150 	 231 		 5 		 96 		 129 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
203 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Iron Shield of the Magic"			180 	 231 		 5 		 96 		 129 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
204 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Hero Elixir"					150 	 184 		 5 		 134 		 180 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
205 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Brave Hero Elixir"				180 	 184 		 5 		 134 		 180 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
206 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Gladiator's Dagger"				150 	 132 		 5 		 168 		 227 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
207 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Merciless Gladiator's Dagger"			180 	 132 		 5 		 168 		 227 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
208 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Kundun's Madness Blade"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
209 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Kundun's Magic Spell Scroll"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
210 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Empire Guardians' Stronghold"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
211 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Ancient Icarus Scroll"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
212 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Arca's Prophecy"				300 	 288 		 1 		 209 		 284 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
213 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Antonia's Sword"				300 	 288 		 1 		 209 		 284 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
214 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Kundun's Seal Scroll"				300 	 288 		 1 		 209 		 284 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
215 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Pentagram for Beginners"			1 	 25 		 1 		 25 		 40 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
216 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Iron Shield (Bound)"				150 	 231 		 0 		 100 		 140 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
217 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Thoughtful Sage's Jewel"			180 	 231 		 5 		 96 		 129 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
218 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Magic Spell Scroll (Bound)"			300 	 270 		 0 		 204 		 267 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
221 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Anger"				110 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
222 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Anger for Beginners"		110 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
231 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Blessing"				115 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
232 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Blessing for Beginners"		115 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
241 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Integrity"				120 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
242 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Integrity for Beginners"		120 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
251 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Divinity"				125 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
252 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Divinity for Beginners"		125 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
261 	 * 	 0 	 2 	 2 		 1 		 1 		 0 		 "Errtel of Radiance"				130 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
262 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Death"				150 	 27 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 
263 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Chaos"				150 	 46 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 2 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 2 	 0 
264 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Magic"				150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		2 	 0 	 0 	 1 	 0 	 2 	 0 	 0 	 2 	 0 	 2 
265 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Life"				150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
266 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Conqueror"				150 	 200 		 220 		 1 		 0 		 0 		 0 		 0 		 0		2 	 2 	 2 	 1 	 1 	 2 	 1 	 1 	 2 	 2 	 2 
267 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Angel and Devil"			350 	 100 		 220 		 350 		 0 		 0 		 0 		 0 		 0		2 	 2 	 2 	 1 	 1 	 2 	 1 	 1 	 2 	 2 	 2 
268 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Conqueror"				150 	 60 		 220 		 400 		 0 		 0 		 0 		 0 		 0		3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 
269 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Limit"				150 	 15 		 200 		 180 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
270 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Transcendence"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
271 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Spin Step Scroll"				53 	 0 		 0 		 0 		 0 		 0 		 150 		 0 		 100000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
272 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Obsidian Scroll"				74 	 0 		 0 		 0 		 200 		 0 		 0 		 0 		 120000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
273 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Magic Pin Scroll"				80 	 0 		 0 		 0 		 0 		 300 		 300 		 0 		 200000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
274 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Harsh Strike Scroll"				58 	 0 		 0 		 0 		 0 		 150 		 0 		 0 		 100000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
275 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Shining Peak Scroll"				92 	 0 		 0 		 220 		 200 		 0 		 0 		 0 		 300000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
276 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Wrath Scroll"					66 	 0 		 0 		 0 		 0 		 200 		 200 		 0 		 120000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
277 	 * 	 0 	 1 	 2 		 1 		 1 		 1 		 "Breche Scroll"				92 	 0 		 0 		 300 		 0 		 0 		 0 		 0 		 200000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
278 	 7 	 0 	 2 	 2 		 1 		 1 		 0 		 "Small Cloak of Limit"				1 	 15 		 200 		 1 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
279 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Death (Bound)"			150 	 27 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 
280 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Chaos (Bound)"			150 	 46 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 
281 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Magic (Bound)"			150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 1 
282 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Life (Bound)"			150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
