//Index  Name						Damage  MP      BP      Range   Radio   Delay   Type	Effect	ReqLevel	ReqEnergy	ReqLeadership	ReqKillCount	ReqGuildStatus	DivisionStat1	DivisionValue1	DivisionStat2	DivisionValue2	SkillDamageType	ElementImprintBonus	AddDamageOption   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL	GC
483	"Add Flame Improved"				17	55	0	6	6	0	1	0	0		0		0		0		0		4		100		-1		-1		0		120			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
484	"Add Blast Improved"				17	165	0	6	6	0	4	0	0		0		0		0		0		4		150		-1		-1		0		130			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
485	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
486	"Add Inferno Improved"				4	220	0	0	6	0	1	0	0		0		0		0		0		4		90		-1		-1		0		110			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
487	"Add Evil Spirit Improved"			4	108	0	6	6	0	5	0	0		0		0		0		0		4		150		-1		-1		0		110			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
488	"Add Magic Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
489	"Add Ice Improved"				40	42	0	6	0	0	2	56	0		0		0		0		0		4		45		-1		-1		0		150			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
490	"Add Fire Slash Improved"			3	15	22	3	6	0	5	58	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
491	"Add Ice Enhanced"				1	46	0	6	0	0	2	56	0		0		0		0		0		4		45		-1		-1		0		150			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
492	"Add Sword Slash Improved"			4	30	37	3	5	0	1	83	0		0		0		0		0		1		200		-1		-1		0		135			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
493	"Add Fire Slash Enhanced"			7	17	24	3	6	0	5	164	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
494	"Add Sword Slash Enhanced"			7	33	40	3	5	0	1	83	0		0		0		0		0		1		200		-1		-1		0		135			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
495	"Add Earth Prison"				26	180	15	0	4	5000	3	147	0		0		0		0		0		4		200		-1		-1		0		135			0		  3	  0	  0	  3	  0	  0	  0	  0	  3	  0	  0
496	"Add Lightning Storm Improved"			3	132	11	6	6	0	4	84	0		0		0		0		0		4		250		-1		-1		0		115			0		  0	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0
497	"Add Earth Prison Improved"			4	198	17	0	4	3000	3	147	0		0		0		0		0		1		200		-1		-1		0		135			0		  3	  0	  0	  3	  0	  0	  0	  0	  3	  0	  0
504	"Emperor Cape Absorption PowUp"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
505	"Add DL Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
506	"Add Leadership"				40	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
507	"Add DL Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
508	"Add Fire Burst Improved"			4	25	0	6	3	0	1	0	0		0		0		0		0		1		100		-1		-1		0		135			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
509	"Add Force Wave Improved"			40	15	0	4	3	0	4	0	0		0		0		0		0		1		40		-1		-1		0		160			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
510	"Add Dark Horse Defense"			17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
511	"Add Greater C. D. Improved"			3	75	75	0	6	0	0	5	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
512	"Add Earthquake Improved"			4	0	75	10	5	10000	3	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
513	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
514	"Add Fire Burst Enhanced"			1	27	0	6	3	0	1	0	0		0		0		0		0		1		100		-1		-1		0		135			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
515	"Add Greater C. D. Enhanced"			10	82	82	0	6	0	0	5	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
516	"Add Earthquake Enhanced"			1	0	75	10	5	10000	3	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
517	"Add Greater C. D. Mastered"			7	100	100	0	6	0	0	148	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
518	"Add Fire Scream Improved"			22	45	11	6	6	0	1	0	0		0		0		0		0		1		150		-1		-1		0		115			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
519	"Add Electric Spark Improved"			3	0	150	10	0	5000	4	0	0		0		0		0		0		1		100		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
520	"Add Fire Scream Enhanced"			5	49	12	6	6	0	1	0	0		0		0		0		0		1		150		-1		-1		0		115			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
522	"Add Greater C. D. Extended"			1	110	110	0	6	0	0	149	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
523	"Add Birds Improved"				22	75	22	6	6	0	5	0	0		0		0		0		0		1		150		-1		-1		0		105			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
526	"Add Dark Spirit Damage"			3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
527	"Add Scepter Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
528	"Add Shield Defense"				10	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
529	"Add Scepter Pet Damage"			3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
530	"Add Dark Spirit C. D. Rate"			7	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
531	"Add Scepter Mastery"				5	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
532	"Add Shield Mastery"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
533	"Add Damage By Leadership"			20	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
534	"Add Dark Spirit E. D. Rate"			1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
535	"Add Pet Durability Rate"			17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
536	"Add Dark Spirit Attack Speed"			23	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
538	"Add Dark Spirit D. D. Rate"			1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
539	"Add Dark Spirit I. D. Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  3	  0	  0	  0	  0	  0	  0
548	"Reigning Cloak Absorption PowUp"		38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
549	"Add RF Wing Defense"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
550	"Add RF Wing Damage"				17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
551	"Add Large Ring Blower Improved"		22	10	0	2	0	0	3	76	0		0		0		0		0		3		100		-1		-1		0		155			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
552	"Add Upper Beast Improved"			22	10	0	2	0	0	1	58	0		0		0		0		0		3		100		-1		-1		0		155			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
554	"Add Large Ring Blower Enhanced"		1	10	0	2	0	0	3	76	0		0		0		0		0		3		100		-1		-1		0		155			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
555	"Add Upper Beast Enhanced"			1	10	0	2	0	0	1	58	0		0		0		0		0		3		100		-1		-1		0		155			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
556	"Add Defense Success Rate"			5	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
557	"Add Weapon Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
558	"Add Chain Driver Improved"			22	22	22	4	0	700	2	86	0		0		0		0		0		-1		-1		-1		-1		0		105			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
559	"Add Dark Side Improved"			22	84	0	5	3	0	3	0	0		0		0		0		0		-1		-1		-1		-1		0		115			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
560	"Add Dragon Lore Improved"			22	60	33	3	5	700	3	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
561	"Add Dragon Lore Enhanced"			1	66	36	3	5	700	3	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
562	"Add Chain Driver Enhanced"			1	24	22	4	0	700	2	86	0		0		0		0		0		-1		-1		-1		-1		0		105			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
563	"Add Dark Side Enhanced"			0	92	0	6	4	0	3	0	0		0		0		0		0		-1		-1		-1		-1		0		115			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
564	"Add Dragon Slayer Improved"			22	110	110	4	0	3000	4	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
565	"Add Blood Howling"				0	100	200	0	0	120000	0	166	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
566	"Add Dragon Slayer Enhanced"			38	121	121	4	0	3000	4	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
567	"Add Blood Howling Improved"			38	110	220	0	0	120000	0	167	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
568	"Add Glove Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
569	"Add Greater D. S. Rate Improved"		22	55	11	7	5	0	0	153	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
571	"Add Glove Mastery"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
572	"Add Greater D. S. Rate Enhanced"		22	60	12	7	5	0	0	154	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
573	"Add Fitness Improved"				5	55	11	7	5	0	0	155	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
574	"Defense Switch"				20	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
578	"Add Item Durability Rate"			37	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
579	"Add Defense Success Rate PvP"			29	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
580	"Add Max SD"					33	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
581	"Add MP Recovery Rate"				7	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
582	"Add Poison Resistance"				1	0	0	0	0	0	5	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
583	"Add Item Durability Rate"			17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
584	"Add SD Recovery Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
585	"Add HP Recovery Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
586	"Add Lightning Resistance"			1	0	0	0	0	0	2	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
587	"Add Defense"					35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
588	"Add BP Recovery Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
589	"Add Ice Resistance"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
590	"Add Item Durability Rate"			17	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
591	"Add Defense Success Rate"			1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
592	"Cast Invincibility"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
593	"Add Armor Set Bonus"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
594	"Add Reflect Damage"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
595	"Add Energy"					36	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
596	"Add Vitality"					36	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
597	"Add Agility"					36	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
598	"Add Strength"					36	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
599	"Add Attack Success Rate"			30	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
600	"Add Max HP"					34	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
601	"Add Max MP"					34	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
602	"Add Max BP"					37	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
603	"Add Attack Success Rate PvP"			31	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
604	"Add MP Consumption Rate"			18	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
605	"Add Hunt SD"					11	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
606	"Add Hunt HP"					6	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
607	"Add Min Physi Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
608	"Add Hunt MP"					6	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
609	"Add Max Physi Damage"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
610	"Add Critical Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
611	"Add Restore MP Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
612	"Add Restore HP Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
613	"Add Excellent Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
614	"Add Double Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
615	"Add Ignore Defense Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
616	"Add Restore SD Rate"				38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
617	"Add Triple Damage Rate"			38	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0
618	"Order of Protection"				0	30	0	0	0	60000	0	0	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  1	  1	  1	  1	  1	  1	  1	  1	  0	  1	  0
619	"Order of Restraint"				0	30	0	3	0	60000	0	0	0		0		0		0		0		-1		-1		-1		-1		2		100			0		  1	  1	  1	  1	  1	  1	  1	  1	  0	  1	  0
620	"Order of Tracking"				0	30	0	0	0	120000	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  1	  1	  1	  1	  1	  1	  1	  1	  0	  1	  0
621	"Order of Weaken"				0	30	0	3	0	60000	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  1	  1	  1	  1	  1	  1	  1	  1	  0	  1	  0
623	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
624	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
625	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
626	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
627	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  0
628	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
629	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  0	  3
630	"Add Melee Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  3	  0	  0	  0	  0	  0	  0	  0	  3	  0
631	"Add Rush"					178	200	200	7	0	1000	4	0	0		0		0		0		0		1		100		-1		-1		0		150			0		  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0
634	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
635	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
636	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
637	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
638	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
639	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
640	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
641	"Add Range Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
642	"Add Illusion"					0	1000	300	1	0	120000	0	0	0		0		0		0		0		-1		-1		-1		-1		4		100			0		  3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
643	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
644	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
645	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
646	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
647	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
648	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
649	"Add Recover SD"				3	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
650	"Add Range Damage"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
651	"Add Shadow Step"				0	150	100	5	0	3000	0	0	0		0		0		0		0		-1		-1		-1		-1		5		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
652	"Add Evasion"					0	200	200	0	0	60000	0	214	0		0		0		0		0		-1		-1		-1		-1		1		100			0		  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	  0
653	"Add Block Part Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
654	"Add Parry Full Damage Rate"			2	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
655	"Add Block Full Damage Rate"			39	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
656	"Add Impenetrable Defense"			35	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
657	"Add Resist Stun Rate"				1	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
658	"Add Recover HP"				22	0	0	0	0	0	0	0	0		0		0		0		0		-1		-1		-1		-1		0		100			0		  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  0
